"TFBS","Correlation","P_value","Adjusted_P_value","Null_Hypothesis"
"ATHB.9",-0.0675921418541416,0.368644981469076,0.794961417094358,"Accept"
"ATHB.X",0.0988056557916015,0.188210720721074,0.674236858844949,"Accept"
"ATMYB31",-0.0572183568010445,0.446782581782339,0.834836970886638,"Accept"
"AZF1",-0.0953757912520862,0.204085113481919,0.695297379972407,"Accept"
"At3g11280",-0.0322732612956792,0.668015245236255,0.920813171374681,"Accept"
"BAD1",-0.097624906503801,0.193570291624337,0.674236858844949,"Accept"
"BAM8",-0.00833932339088792,0.911780643208667,0.987238636712547,"Accept"
"BEH2",-0.00345726317161172,0.963365156166155,0.987238636712547,"Accept"
"BEH3",-0.0216223931115815,0.773886596459652,0.951122862432055,"Accept"
"BEH4",-0.0235809429599719,0.75403388907283,0.951122862432055,"Accept"
"BHLH104",0.0231562269385631,0.758325831404582,0.951122862432055,"Accept"
"BHLH122",-0.0838079762343928,0.264686597256457,0.730987981150399,"Accept"
"BHLH13",0.00398404291509414,0.957787966431368,0.987238636712547,"Accept"
"BHLH3",0.0513146628621633,0.495123085574064,0.854117554338848,"Accept"
"BHLH49",0.00503608603714029,0.946656038986493,0.987238636712547,"Accept"
"BHLH72",-0.0706154568816488,0.347564006839396,0.773219926607897,"Accept"
"BIM1",0.0636407196145916,0.397358609628484,0.811000235017643,"Accept"
"BMY2",0.139917915547747,0.0617538052751217,0.530558804015519,"Accept"
"BPC1",-0.123171854725343,0.100456806302615,0.581395259839938,"Accept"
"BPC5",-0.134089131268546,0.0735323667517291,0.532920142540882,"Accept"
"BPC6",-0.135899877838449,0.069692651138765,0.530558804015519,"Accept"
"BRN2",0.0906955762881814,0.227273050649562,0.710102020473965,"Accept"
"BZIP11",0.0101932256504651,0.892276522936079,0.984134836574264,"Accept"
"BZIP16",0.0461347146419343,0.539715798567749,0.864354697080906,"Accept"
"BZIP18",0.0291466097725854,0.698530106709937,0.9309599530122,"Accept"
"BZIP2",0.0500276845713449,0.506017065510223,0.854117554338848,"Accept"
"BZIP28",0.13553703433533,0.0704487033830928,0.530558804015519,"Accept"
"BZIP3",0.0203847078419505,0.786509269208469,0.953926697714841,"Accept"
"BZIP30",0.162920556121142,0.0293288617674296,0.518997711367473,"Accept"
"BZIP42",-0.00888398405715204,0.906044498357587,0.987238636712547,"Accept"
"BZIP43",0.0080816256181803,0.914496219165001,0.987238636712547,"Accept"
"BZIP44",0.102141881838345,0.1736551374329,0.667101429591958,"Accept"
"BZIP48",0.0934684511223421,0.213319995219461,0.695297379972407,"Accept"
"BZIP52",-0.041951438101536,0.577127530595623,0.864354697080906,"Accept"
"BZIP53",0.0132336417120614,0.860434291924175,0.96936747952355,"Accept"
"BZIP60",0.0159378783252677,0.832299069291261,0.964860508001988,"Accept"
"BZIP63",0.0201171873293054,0.789245059604343,0.953926697714841,"Accept"
"BZIP68",0.138699551346655,0.0640785433190486,0.530558804015519,"Accept"
"BZIP69",0.186581845464673,0.0123910683235412,0.437502034243099,"Accept"
"BZR1",-0.00476544443554199,0.9495188647513,0.987238636712547,"Accept"
"BZR2",-0.0157978191848069,0.833751365886898,0.964860508001988,"Accept"
"CAMTA1",-0.0318502444406303,0.672113389907549,0.924649145019584,"Accept"
"CAMTA5",0.139232599123753,0.0630527765051079,0.530558804015519,"Accept"
"CCA1",-0.03700262249747,0.622887940400605,0.888215460652384,"Accept"
"CDC5",-0.0177178116362506,0.8138936789794,0.964860508001988,"Accept"
"CDF2",-0.136353822542488,0.0687560866089879,0.530558804015519,"Accept"
"CDF3",0.0451421012098986,0.54848294888567,0.864354697080906,"Accept"
"CDF5",-0.029239415811876,0.697617065824394,0.9309599530122,"Accept"
"CRF2",0.189124403585275,0.0112283810336745,0.437502034243099,"Accept"
"CRF4",0.0578400244913425,0.441852037700225,0.834836970886638,"Accept"
"DEAR3",0.0402364458569283,0.592807393067952,0.86641080525316,"Accept"
"DF1",0.104961514550261,0.162017973005368,0.667101429591958,"Accept"
"DIV1",-0.0741790755402163,0.323713299306332,0.768074367517286,"Accept"
"DOF1.5",-0.0981177868051639,0.191319688378379,0.674236858844949,"Accept"
"DOF1.6",-0.162502364495896,0.0297525651951295,0.518997711367473,"Accept"
"DOF1.7",-0.159638479417318,0.0327967500990565,0.518997711367473,"Accept"
"DOF2.5",-0.144609278463797,0.0534397870353854,0.530136267963109,"Accept"
"DOF3.2",-0.178257798404182,0.0169693334294681,0.478331704728535,"Accept"
"DOF3.4",-0.0200043705843165,0.790399551541543,0.953926697714841,"Accept"
"DOF3.5",-0.136353822542488,0.0687560866089879,0.530558804015519,"Accept"
"DOF3.6",-0.113297596087206,0.131026712795861,0.657941279253501,"Accept"
"DOF4.2",-0.121887341769512,0.104080985870961,0.585351464538283,"Accept"
"DOF4.3",-0.116917464430494,0.119081445211383,0.628555023364631,"Accept"
"DOF4.5",-0.142770371432207,0.056580991229972,0.530136267963109,"Accept"
"DOF4.7",-0.190828123827939,0.0105040824291859,0.437502034243099,"Accept"
"DOF5.1",-0.0725807555804471,0.334276711432402,0.768074367517286,"Accept"
"DOF5.4",-0.136353822542488,0.0687560866089879,0.530558804015519,"Accept"
"DOF5.8",-0.0918960485473626,0.221155091233514,0.702076101113122,"Accept"
"DPBF3",0.00438864840380591,0.95350565199623,0.987238636712547,"Accept"
"DREB1A",0.0720819165486072,0.337618188528163,0.768074367517286,"Accept"
"DREB1B",0.0945259864813126,0.208163398838262,0.695297379972407,"Accept"
"DREB1C",0.0945259864813126,0.208163398838262,0.695297379972407,"Accept"
"DREB1D",0.04584235675442,0.542290775092486,0.864354697080906,"Accept"
"DREB1E",0.0887031525543379,0.237689271142892,0.711051738894911,"Accept"
"DREB1G",0.144186567462456,0.0541487709136785,0.530136267963109,"Accept"
"DREB2A",0.0850214210969643,0.257806768484331,0.730799025179375,"Accept"
"DREB2C",0.0357060659855583,0.63512970825353,0.902012494751983,"Accept"
"DREB2D",-0.0478953464651475,0.524338310366877,0.864354697080906,"Accept"
"DREB2E",0.144648585379712,0.0533742527005524,0.530136267963109,"Accept"
"DREB2F",-0.115749617657097,0.122839043199377,0.63496946594972,"Accept"
"DREB2G",-0.176373297961354,0.0181900164862966,0.478331704728535,"Accept"
"DYT1",-0.00821262825391111,0.913115609665949,0.987238636712547,"Accept"
"E2FC",0.0584654766950315,0.436922793742376,0.834836970886638,"Accept"
"E2FD",-0.0277848600221375,0.711976354473695,0.931624089979504,"Accept"
"E2FE",-0.0277848600221375,0.711976354473695,0.931624089979504,"Accept"
"EFM",-0.157834941923596,0.0348464333763101,0.518997711367473,"Accept"
"EIL3",0.0523084387969719,0.486796781563559,0.851663051438912,"Accept"
"EIL4",0.00190093022426639,0.97985191877294,0.991130789780398,"Accept"
"ENAP2",0.104523890077502,0.163784840313218,0.667101429591958,"Accept"
"EREB127",0.124336681351342,0.0972572256445051,0.581395259839938,"Accept"
"EREB138",0.0892412675836946,0.23484365922819,0.711051738894911,"Accept"
"EREB29",-0.0873383407014161,0.245014564145257,0.713482244389533,"Accept"
"EREB71",-0.0711957207665159,0.343606660536131,0.768074367517286,"Accept"
"ERF010",0.0740725008033932,0.324410875346529,0.768074367517286,"Accept"
"ERF011",0.190327678622142,0.0107124359674756,0.437502034243099,"Accept"
"ERF012",0.175935915486462,0.0184839939325642,0.478331704728535,"Accept"
"ERF013",0.0873499349622539,0.244951680595126,0.713482244389533,"Accept"
"ERF014",-0.00979878566374324,0.896421255446824,0.984134836574264,"Accept"
"ERF015",0.0888206049571564,0.237066119115951,0.711051738894911,"Accept"
"ERF017",0.0534684881311962,0.477173055427536,0.851353249598314,"Accept"
"ERF018",-0.00208943618249718,0.977854417867266,0.991130789780398,"Accept"
"ERF019",0.107830265954928,0.150787273737143,0.667101429591958,"Accept"
"ERF021",0.0545882967732866,0.467981984297237,0.845333032460453,"Accept"
"ERF023",0.0975889562283036,0.193735199838805,0.674236858844949,"Accept"
"ERF025",0.134829970828657,0.0719411661353802,0.532364629401814,"Accept"
"ERF027",0.0662444793986656,0.378290848093142,0.796674654628754,"Accept"
"ERF034",0.100400340046045,0.181145673489765,0.674236858844949,"Accept"
"ERF035",0.065901243754113,0.380771954417157,0.796674654628754,"Accept"
"ERF036",0.140683659866081,0.0603284515462997,0.530136267963109,"Accept"
"ERF037",0.122450921613473,0.10247839573189,0.582381169998512,"Accept"
"ERF038",0.0505713155585844,0.501400152560593,0.854117554338848,"Accept"
"ERF039",0.0662444793986656,0.378290848093142,0.796674654628754,"Accept"
"ERF043",0.0400895904166105,0.594159017282564,0.86658462479179,"Accept"
"ERF054",0.0408161720140633,0.587485423978951,0.864354697080906,"Accept"
"ERF055",0.0828818201766156,0.270021290982503,0.732914932666795,"Accept"
"ERF057",-0.0652832352593763,0.385264188944693,0.801303919609821,"Accept"
"ERF073",0.110557129964297,0.140667130076203,0.667101429591958,"Accept"
"ERF076",0.0646136309461567,0.390167545840788,0.806655175188136,"Accept"
"ERF077",-0.0429609883017166,0.567988930972455,0.864354697080906,"Accept"
"ERF082",0.0902170353747218,0.229744878841829,0.710342061711137,"Accept"
"ERF086",-0.057632164215139,0.443497163906952,0.834836970886638,"Accept"
"ERF087",-0.10099972765562,0.178541270622065,0.674236858844949,"Accept"
"ERF091",0.135472199315261,0.0705844992171674,0.530558804015519,"Accept"
"ERF094",0.210351266885408,0.00470914879872046,0.437502034243099,"Accept"
"ERF095",0.0772475365127588,0.304044970628786,0.765377519936546,"Accept"
"ERF104",0.0987765609193936,0.188341467989119,0.674236858844949,"Accept"
"ERF105",0.105034897493626,0.161723098093886,0.667101429591958,"Accept"
"ERF109",0.189473645358131,0.0110764241092832,0.437502034243099,"Accept"
"ERF112",0.000502328127483056,0.99467527003424,0.997865565997251,"Accept"
"ERF115",-0.0354460570511614,0.637596741628049,0.903690543073626,"Accept"
"ERF118",-0.0623745863765983,0.406834699524479,0.824221307682158,"Accept"
"ERF122",0.0237072745371809,0.752758698411709,0.951122862432055,"Accept"
"ERF13",0.210351266885408,0.00470914879872046,0.437502034243099,"Accept"
"ERF15",0.247025677379277,0.000857172948624146,0.437502034243099,"Accept"
"ERF1B",0.212560859782798,0.00428116501521533,0.437502034243099,"Accept"
"ERF2",0.0915423089626528,0.222945560902332,0.702828382575513,"Accept"
"ERF4",0.019825341308031,0.792232554217354,0.953926697714841,"Accept"
"ERF5",-0.0331376266862447,0.659671911777679,0.916606225718035,"Accept"
"ERF6",-0.0711145521019619,0.344158500381145,0.768074367517286,"Accept"
"ERF8",0.0654137483702214,0.384312838591697,0.801303919609821,"Accept"
"ERF9",0.0312559089574069,0.677887588785855,0.925063114413799,"Accept"
"EmBP.1",0.0528359225497199,0.482407952279068,0.851663051438912,"Accept"
"FAR1",0.0041566432149894,0.955961022793741,0.987238636712547,"Accept"
"FHY3",0.0225289246322521,0.764678492666644,0.951122862432055,"Accept"
"FLC",-0.0192745523581104,0.797878944888089,0.953926697714841,"Accept"
"FUS3",-0.0433959908008553,0.564072499223723,0.864354697080906,"Accept"
"FaEOBII",-0.090094431605532,0.230381209203612,0.710342061711137,"Accept"
"GAF1",-0.0568503926649653,0.449715524973027,0.834836970886638,"Accept"
"GATA1",0.070188147591449,0.350496518210898,0.777118764067624,"Accept"
"GATA10",0.00232236149070295,0.975386419414994,0.991130789780398,"Accept"
"GATA11",-0.0307641595765595,0.682679364775046,0.927227457660688,"Accept"
"GATA14",0.0611006370676623,0.416502903122358,0.829685226515417,"Accept"
"GATA19",0.00944507489656067,0.900140398175322,0.984134836574264,"Accept"
"GATA20",-0.0716334055750803,0.340640645344907,0.768074367517286,"Accept"
"GATA6",0.0502537123225306,0.504094782494095,0.854117554338848,"Accept"
"GBF1",0.0885068680091492,0.238733231309666,0.711051738894911,"Accept"
"GBF2",0.127659653271559,0.0885720033809323,0.570330707764966,"Accept"
"GBF3",0.123014093035121,0.100896474680615,0.581395259839938,"Accept"
"GLYMA.06G314400",0.0865313106928669,0.24941925908726,0.718253447297838,"Accept"
"GLYMA.07G038400",0.0677491942544623,0.367530839482086,0.794961417094358,"Accept"
"GLYMA.08G357600",0.157541513430312,0.0351899590404062,0.518997711367473,"Accept"
"GLYMA.13G317000",0.0865313106928669,0.24941925908726,0.718253447297838,"Accept"
"GLYMA19G26560",-0.119589158467079,0.110821332525348,0.607986113493401,"Accept"
"GRF4",-0.00754781914490226,0.920124496086909,0.987238636712547,"Accept"
"GRF6",0.102287210493908,0.173040596108744,0.667101429591958,"Accept"
"GRF9",0.102287210493908,0.173040596108744,0.667101429591958,"Accept"
"GRMZM2G135447",0.0200875984593273,0.789547808254345,0.953926697714841,"Accept"
"GT.1",0.123879119717811,0.0985042999834944,0.581395259839938,"Accept"
"GT.2",0.0991960392430447,0.186462823499606,0.674236858844949,"Accept"
"GT.3a",0.0339045298565994,0.652304273989983,0.913485865766849,"Accept"
"GT.4",-0.0405746311216316,0.589700139679658,0.864354697080906,"Accept"
"GTL1",-0.091786547112527,0.221708242456775,0.702076101113122,"Accept"
"Gam1",-0.0216581033493923,0.773523262421413,0.951122862432055,"Accept"
"Glyma19g26560.1",-0.119589158467079,0.110821332525348,0.607986113493401,"Accept"
"HAT1",0.0717129270059677,0.340103511180468,0.768074367517286,"Accept"
"HAT2",0.0385686249331968,0.608239028210837,0.876213190229956,"Accept"
"HAT22",0.0700384667641525,0.351527406790191,0.777118764067624,"Accept"
"HAT5",0.0999432440634997,0.183150518171131,0.674236858844949,"Accept"
"HBI1",0.00503608603714029,0.946656038986493,0.987238636712547,"Accept"
"HDG1",-0.0189429109607063,0.801283837552704,0.954750064067036,"Accept"
"HDG11",-0.143723194486037,0.0549348777140652,0.530136267963109,"Accept"
"HDG7",-0.102442210392441,0.172386936707776,0.667101429591958,"Accept"
"HHO2",-0.0123360429681256,0.86981382518431,0.975245803994529,"Accept"
"HHO3",0.0578412600111348,0.44184226945009,0.834836970886638,"Accept"
"HHO5",0.167321187641905,0.025173611724118,0.518997711367473,"Accept"
"HHO6",0.0436215415609629,0.562046900735693,0.864354697080906,"Accept"
"HRS1",-0.0619298831647751,0.41019444143145,0.826265594058193,"Accept"
"HSFA1B",0.075239736721805,0.316823689596024,0.768074367517286,"Accept"
"HSFA1E",-0.137601231054355,0.0662351767456764,0.530558804015519,"Accept"
"HSFA4A",-0.100319019214986,0.181501164268723,0.674236858844949,"Accept"
"HSFA6A",-0.163024710615755,0.0292241387143043,0.518997711367473,"Accept"
"HSFA6B",0.0313959450997618,0.676525377757159,0.925063114413799,"Accept"
"HSFB2A",0.011026049436625,0.883535012515946,0.982503357212259,"Accept"
"HSFB2B",0.0823778607441292,0.272954626499106,0.73670948943333,"Accept"
"HSFB3",-0.14085333870729,0.0600162997039529,0.530136267963109,"Accept"
"HSFB4",-0.0218470326457193,0.771601820541969,0.951122862432055,"Accept"
"HSFC1",-0.00556632810734809,0.941049192813886,0.987238636712547,"Accept"
"HY5",0.00258995406648627,0.972551388018943,0.991130789780398,"Accept"
"HYH",0.0194281716539254,0.79630305460646,0.953926697714841,"Accept"
"IDD1",0.0939287831781077,0.211064267840391,0.695297379972407,"Accept"
"IDD11",0.151938050243076,0.0423205233147298,0.518997711367473,"Accept"
"IDD4",0.196602740033632,0.00834625115610118,0.437502034243099,"Accept"
"IDD5",0.0230092065656329,0.759813266731875,0.951122862432055,"Accept"
"IDD6",0.0498121479572814,0.507853680958234,0.854117554338848,"Accept"
"IDD7",0.205553263877941,0.00577327204560766,0.437502034243099,"Accept"
"IG1",-0.0682605298449816,0.363917815512556,0.792056421997916,"Accept"
"JKD",0.146064010764789,0.0510583667958369,0.530136267963109,"Accept"
"JUB1",-0.103409886296095,0.168347444526276,0.667101429591958,"Accept"
"KAN2",-0.0170289719135807,0.821005132291997,0.964860508001988,"Accept"
"KAN4",-0.103063128707092,0.169786780680996,0.667101429591958,"Accept"
"KUA1",-0.139825387328041,0.0619278932733881,0.530558804015519,"Accept"
"LBD13",0.00234545589555624,0.975141731193019,0.991130789780398,"Accept"
"LBD18",0.16873123723855,0.0239538665210227,0.518997711367473,"Accept"
"LEP",-0.0892219692328226,0.234945295717375,0.711051738894911,"Accept"
"LFY",-0.0610862405282458,0.416612923129363,0.829685226515417,"Accept"
"LHY",0.0154183908578414,0.837688534327244,0.964860508001988,"Accept"
"LOB",0.0112416596298168,0.881274164011753,0.981831596355408,"Accept"
"LRL2",-0.000320547208393903,0.996602151702861,0.997865565997251,"Accept"
"Lg3",0.0414355155202047,0.581824105678687,0.864354697080906,"Accept"
"LjSGA_053525.1",-0.138129706736568,0.0651901876446689,0.530558804015519,"Accept"
"LjTCP20",-0.0510312351521642,0.4975115206391,0.854117554338848,"Accept"
"MGP",0.0741332702647354,0.324012995086627,0.768074367517286,"Accept"
"MYB1",-0.0577215984838672,0.442788904598525,0.834836970886638,"Accept"
"MYB10",0.0139568729366799,0.85289093804503,0.967013842105204,"Accept"
"MYB101",0.0294664867891081,0.695384936437689,0.9309599530122,"Accept"
"MYB105",-0.0791144302098716,0.292471862060806,0.75039313514141,"Accept"
"MYB107",-0.0419782041576051,0.576884356355474,0.864354697080906,"Accept"
"MYB108",-0.130544172800873,0.0815456413237655,0.570330707764966,"Accept"
"MYB111",0.10585618768919,0.158450264320527,0.667101429591958,"Accept"
"MYB113",-0.109234111361508,0.145510577685866,0.667101429591958,"Accept"
"MYB116",-0.171901820435651,0.0213954599458761,0.518655460067273,"Accept"
"MYB118",0.0201203389337965,0.789212814742678,0.953926697714841,"Accept"
"MYB119",0.00537635248463356,0.943057700320642,0.987238636712547,"Accept"
"MYB121",-0.0517407564061211,0.49154387106954,0.854117554338848,"Accept"
"MYB124",-0.0614593001200505,0.413767449350613,0.828713723343251,"Accept"
"MYB13",-0.0144673325865373,0.847574783566564,0.964860508001988,"Accept"
"MYB15",0.120425951482986,0.108328600134417,0.604404808686472,"Accept"
"MYB17",0.00216452104468483,0.977058819761418,0.991130789780398,"Accept"
"MYB24",0.0278887460638361,0.710947360766421,0.931624089979504,"Accept"
"MYB27",-0.0829196585317475,0.269801918336616,0.732914932666795,"Accept"
"MYB3",0.150659315953168,0.0441074721739425,0.525551744716637,"Accept"
"MYB30",-0.0616156662226145,0.412578183205001,0.828692750837472,"Accept"
"MYB31",-0.0572183568010445,0.446782581782339,0.834836970886638,"Accept"
"MYB33",-0.0892797511063068,0.234641074482436,0.711051738894911,"Accept"
"MYB39",-0.0390801431345136,0.603487309207024,0.872945634511395,"Accept"
"MYB3R1",-0.00631611248029509,0.933125885072079,0.987238636712547,"Accept"
"MYB3R3",0.134334084922123,0.0730031187893932,0.532920142540882,"Accept"
"MYB3R4",-0.0669107905237927,0.37350262795422,0.796674654628754,"Accept"
"MYB3R5",0.104870118681036,0.162385791705011,0.667101429591958,"Accept"
"MYB4",0.0477031123816337,0.52600640774031,0.864354697080906,"Accept"
"MYB40",-0.0260712162053985,0.729023851589697,0.932341972517223,"Accept"
"MYB41",-0.0814958731372747,0.278140143648777,0.740653488579888,"Accept"
"MYB43",0.0150502959354046,0.841511956571626,0.964860508001988,"Accept"
"MYB44",-0.0752041333624818,0.317053395621001,0.768074367517286,"Accept"
"MYB46",0.164572197203468,0.0277053950176665,0.518997711367473,"Accept"
"MYB49",-0.0490996444582329,0.513949611031251,0.855659117437091,"Accept"
"MYB51",0.0107462540479227,0.886470295143679,0.982503357212259,"Accept"
"MYB52",-0.0577215984838672,0.442788904598525,0.834836970886638,"Accept"
"MYB55",0.101310642132314,0.177201243870963,0.674236858844949,"Accept"
"MYB56",-0.0294583579477212,0.695464798706087,0.9309599530122,"Accept"
"MYB57",-0.16095075441292,0.031370520761119,0.518997711367473,"Accept"
"MYB58",-0.0577765849674826,0.442353767119035,0.834836970886638,"Accept"
"MYB59",-0.0930696966082572,0.21528788007159,0.695297379972407,"Accept"
"MYB60",-0.0803806558273285,0.284791515505895,0.74151272370609,"Accept"
"MYB61",0.0966367074388448,0.198140580553395,0.68617156713811,"Accept"
"MYB62",-0.149634068618391,0.0455854143932961,0.530136267963109,"Accept"
"MYB63",0.0213732112206779,0.776423262301376,0.95142417488859,"Accept"
"MYB65",-0.0276851880007086,0.712964097310061,0.931624089979504,"Accept"
"MYB67",0.0786177650011862,0.295521718974216,0.75546097614136,"Accept"
"MYB70",0.0192853629778799,0.797768018280447,0.953926697714841,"Accept"
"MYB73",-0.0647261229199688,0.389341174947878,0.806655175188136,"Accept"
"MYB74",-0.0194928442546343,0.795639862188117,0.953926697714841,"Accept"
"MYB77",-0.0165252647336477,0.8262145960186,0.964860508001988,"Accept"
"MYB80",0.0335450621314953,0.655753547563626,0.916490544606818,"Accept"
"MYB81",-0.0795337206257795,0.289913510322383,0.75039313514141,"Accept"
"MYB83",-0.0762908939606444,0.310090613795308,0.768074367517286,"Accept"
"MYB88",-0.00020135849511794,0.997865565997251,0.997865565997251,"Accept"
"MYB92",0.0278887460638361,0.710947360766421,0.931624089979504,"Accept"
